startMonth,startDay,startYear,endMonth,endDay,endYear,wikiUrl,text,fontSize,fontFamily,bold,color,backgroundColor,croptop,cropright,cropbottom,cropleft,positiontop,positionleft,scale,height,verticalOffset,textWeek,zIndexOverride,tooltip
2,14,1864,2,20,1864,https://en.wikipedia.org/wiki/Meridian_campaign,MERIDIAN,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,32%,61,0.80,-38,1,19,
12,25,1864,12,27,1864,https://en.wikipedia.org/wiki/First_Battle_of_Fort_Fisher,WILMINGTON,2.2em,Arial,TRUE,WHITE,GREY,30,0,10,0,40%,3%,20,0.80,0,1,5000,
12,18,1865,12,18,1865,https://en.wikipedia.org/wiki/Thirteenth_Amendment_to_the_United_States_Constitution,13,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,20,1.00,0,1,80,
1,1,1865,1,7,1865,https://en.wikipedia.org/wiki/Carolinas_campaign,CAROLINAS CAMPAIGN STARTS,2.0em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,1%,61,0.80,-46,1,20,Carolinas campaign
3,19,1865,3,25,1865,https://en.wikipedia.org/wiki/Siege_of_Petersburg,PETERSBURG ENDS,2.4em,Arial,TRUE,black,lightblue,30,0,10,0,40%,18%,20,0.80,30,1,20,
4,23,1865,4,26,1865,https://en.wikipedia.org/wiki/Carolinas_campaign,CAROLINA ENDS,1.8em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,1%,20,0.80,0,1,20,
2,11,1865,2,22,1865,https://en.wikipedia.org/wiki/Battle_of_Wilmington,WILMINGTON,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,23%,60,0.80,-38,"2,8,13,18",19,
8,27,1866,9,15,1866,https://en.wikipedia.org/wiki/Swing_Around_the_Circle,SWING AROUND THE CIRCLE,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,3%,20,0.75,0,3,20,
7,9,1868,7,9,1868,https://en.wikipedia.org/wiki/Fourteenth_Amendment_to_the_United_States_Constitution,14,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,20,1.00,0,1,80,
2,24,1868,5,26,1868,https://en.wikipedia.org/wiki/Impeachment_of_Andrew_Johnson,JOHNSON IMPEACHMENT,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,10%,20,0.75,0,"3,8,13",20,
2,3,1870,2,3,1870,https://en.wikipedia.org/wiki/Fifteenth_Amendment_to_the_United_States_Constitution,15,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,3%,65,1.00,-43,1,80,
3,18,1871,5,28,1871,https://en.wikipedia.org/wiki/Paris_Commune,PARIS COMMUNE,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,23%,63,0.80,-43,"2,5,11",20,
10,17,1871,4,30,1872,https://en.wikipedia.org/wiki/South_Carolina_Ku_Klux_Klan_trials_of_1871%E2%80%931872,KLAN WAR AND TRIALS,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,13%,61,0.80,-48,"5,10,16,21,26,32",9,
9,2,1872,9,7,1872,https://en.wikipedia.org/wiki/Hague_Congress_(1872),HAGUE CONGRESS,1.9em,Arial,TRUE,white,RED,30,0,10,0,40%,14%,59,0.70,-25,1,21,
9,14,1872,9,16,1872,https://en.wikipedia.org/wiki/St._Imier_Congress,ST IMIER,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,6%,59,0.70,-24,2,21,
9,14,1874,9,17,1874,https://en.wikipedia.org/wiki/Battle_of_Liberty_Place,LIBERTY PLACE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,5%,20,0.75,0,1,20,
12,7,1874,1,5,1875,https://en.wikipedia.org/wiki/Vicksburg_massacre,VICKSBURG MASSACRE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,12%,20,0.75,0,2,20,
7,1,1876,7,31,1876,https://en.wikipedia.org/wiki/Hamburg_massacre,HAMBURG MASSACRE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,14%,57,0.75,-32,3,20,
7,19,1877,7,30,1877,https://en.wikipedia.org/wiki/Pittsburgh_railroad_strike_of_1877,PITTSBURGH RAILWAY RIOTS,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,3%,20,0.75,0,2,20,
7,14,1877,9,4,1877,https://en.wikipedia.org/wiki/Great_Railroad_Strike_of_1877,GREAT RAILROAD STRIKE,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,10%,20,0.75,40,"2,6",2,
6,14,1877,6,23,1877,https://en.wikipedia.org/wiki/Nez_Perce_War,NEZ PERCE WAR BEGINS,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,10%,20,0.80,15,2,20,
10,1,1877,10,5,1877,https://en.wikipedia.org/wiki/Nez_Perce_War,NEZ PERCE WAR ENDS,2.2em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,1%,20,0.80,15,1,20,
1,11,1879,7,4,1879,https://en.wikipedia.org/wiki/Anglo-Zulu_War,ANGLO-ZULU WAR,2.3em,Arial,TRUE,white,GREY,30,0,10,0,40%,20%,20,0.80,0,"2,6,11,17,22,27",21,
1,22,1879,1,23,1879,https://en.wikipedia.org/wiki/Battle_of_Rorke%27s_Drift,RORKE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,10%,20,0.80,0,1,21,
4,26,1881,4,28,1881,https://en.wikipedia.org/wiki/Kiev_pogrom_(1881),KIEV POGROM,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,4%,20,0.70,20,1,21,
7,14,1881,7,20,1881,https://en.wikipedia.org/wiki/1881_London_Social_Revolutionary_Congress,SR CONGRESS,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,15%,20,0.70,20,2,21,
2,26,1885,3,14,1885,https://en.wikipedia.org/wiki/Atrocities_in_the_Congo_Free_State,CONGO ATROCITIES "BEGIN",2.3em,Arial,TRUE,YELLOW,DARKBLUE,30,0,10,0,40%,5%,20,0.80,1,3,20,
11,14,1889,1,25,1890,https://en.wikipedia.org/wiki/Around_the_World_in_Seventy-Two_Days,NELLIE BLY AND 72 DAYS,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,40%,8%,63,0.75,-40,"2,5,10",2,
7,1,1892,11,20,1892,https://en.wikipedia.org/wiki/Homestead_strike,HOMESTEAD STRIKE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,15%,20,0.80,0,"2,8,13,19,25",21,
5,11,1894,7,20,1894,https://en.wikipedia.org/wiki/Pullman_Strike,PULLMAN STRIKE,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,17%,61,0.80,-37,"2,6,11",21,
7,25,1894,8,11,1894,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,FIRST SINO-JAPANESE WAR BEGINS,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,1%,61,0.70,-39,4,20,First Sino-Japanese War
4,7,1895,4,16,1895,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,FIRST SINO-JAP WAR ENDS,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,14%,56,0.70,-49,1,20,
8,29,1897,8,31,1897,https://en.wikipedia.org/wiki/First_Zionist_Congress,FIRST ZION,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,11%,57,0.70,-28,1,21,
4,21,1898,7,17,1898,https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War,SPANISH-AMERICAN WAR,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,5%,61,0.80,-38,"2,4,9,15",20,
2,4,1899,2,11,1899,https://en.wikipedia.org/wiki/Philippine%E2%80%93American_War,PHILIPPINE-AMERICAN WAR BEGINS,1.9em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,2%,20,0.80,1,2,20,
5,18,1899,7,29,1899,https://en.wikipedia.org/wiki/Hague_Conventions_of_1899_and_1907#Hague_Convention_of_1899,FIRST HAGUE CONFERENCE,1.9em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,10%,63,0.70,-29,"2,5,10",21,
6,20,1900,8,14,1900,https://en.wikipedia.org/wiki/Siege_of_the_International_Legations,SIEGE OF THE INTERNATIONAL LEGATIONS,1.5em,Arial,TRUE,GOLD,RED,30,0,10,0,40%,1%,66,0.80,-45,"2,4",20,Siege of the International Legations
6,22,1902,7,4,1902,https://en.wikipedia.org/wiki/Philippine%E2%80%93American_War,PHILIPPINE-AMERICAN WAR ENDS,1.9em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,48%,1%,61,0.72,-45,1,20,Philippine–American War
12,9,1902,2,19,1903,https://en.wikipedia.org/wiki/Venezuelan_crisis_of_1902%E2%80%931903,VENEZUELAN BLOCKADE,2.3em,Arial,TRUE,RED,DARKBLUE,30,0,10,0,40%,7%,59,0.80,-41,"3,6,11",20,
5,12,1902,10,23,1902,https://en.wikipedia.org/wiki/Anthracite_coal_strike_of_1902,ANTHRACITE COAL STRIKE,1.7em,Arial,TRUE,white,black,30,0,10,0,40%,10%,60,0.58,2,"1,5,10,15,21,26",21,Anthracite coal strike of 1902
8,1,1904,8,6,1904,https://en.wikipedia.org/wiki/Siege_of_Port_Arthur,SIEGE OF PORT ARTHUR BEGINS,1.6em,Arial,TRUE,BLUE,RED,30,0,10,0,43%,3%,62,0.80,-45,1,20,Siege of Port Arthur
1,1,1905,1,2,1905,https://en.wikipedia.org/wiki/Siege_of_Port_Arthur,ARTHUR ENDS,1.35EM,Arial,TRUE,BLUE,RED,30,0,10,0,43%,1%,20,0.80,0,1,20,
1,22,1905,1,28,1905,https://en.wikipedia.org/wiki/Russian_Revolution_of_1905,1905 REVOLUTION STARTS,2.1em,Arial,TRUE,BLUE,RED,30,0,10,0,43%,15%,60,0.80,-37,1,20,Russian Revolution of 1905
6,11,1905,6,16,1905,https://en.wikipedia.org/wiki/Russian_Revolution_of_1905,1905 REVOLUTION ENDS,2.3em,Arial,TRUE,BLUE,RED,30,0,10,0,43%,1%,60,0.80,-46,1,20,
6,27,1905,7,7,1905,https://en.wikipedia.org/wiki/Russian_battleship_Potemkin#Mutiny,POTEMKIN MUTINY,1.9em,Arial,TRUE,BLUE,RED,30,0,10,0,43%,3%,61,0.80,-44,"1,3",20,Russian battleship Potemkin
6,15,1907,10,18,1907,https://en.wikipedia.org/wiki/Hague_Conventions_of_1899_and_1907#Hague_Convention_of_1907,SECOND HAGUE CONFERENCE,1.9em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,6%,61,0.70,-36,"2,6,11,16,21",21,
7,3,1908,7,24,1908,https://en.wikipedia.org/wiki/Young_Turk_Revolution,YOUNG TURK REVOLUTION,2.3em,Arial,TRUE,BLACK,GOLD,30,0,10,0,40%,3%,63,0.80,-43,2,20,"Young Turk Revolution | Revolutionaries belonging to the Internal Committee of Union and Progress (CUP), an organization of the Young Turks movement, forced Sultan Abdul Hamid II to restore the Constitution, recall the parliament, and schedule an election."
10,5,1908,10,8,1908,https://en.wikipedia.org/wiki/Bosnian_Crisis,AUSTRIA ANNEXES BOSNIA,1.3em,Arial,TRUE,WHITE,RED,30,0,10,0,50%,3%,59,0.80,-42,1,20,Bosnian Crisis
11,8,1908,11,15,1908,https://en.wikipedia.org/wiki/Atrocities_in_the_Congo_Free_State,CONGO ATROCITIES "END",2.3em,Arial,TRUE,YELLOW,DARKBLUE,30,0,10,0,40%,4%,58,0.80,-35,1,20,
7,26,1909,8,2,1909,https://en.wikipedia.org/wiki/Tragic_Week_(Spain),TRAGIC WEEK,2.3em,Arial,TRUE,RED,YELLOW,30,0,10,0,40%,20%,60,0.80,-37,1,9,"Tragic Week (Spain) | a series of violent confrontations between the Spanish army and anarchists, freemasons, socialists and republicans of Barcelona and other cities in Catalonia caused by the calling-up of reserve troops by Premier Antonio Maura to be sent as reinforcements when Spain renewed military-colonial activity in Morocco"
11,20,1910,11,30,1910,https://www.jekyllisland.com/magazine/birth-of-the-fed/,JEKYLL ISLAND,2.3em,Arial,TRUE,WHITE,GREEN,30,0,10,0,40%,23%,59,0.80,-40,1,20,Meeting at Jekyll Island and the creation of the Fed
9,29,1911,11,11,1911,https://en.wikipedia.org/wiki/Italian_invasion_of_Libya,ITALY INVADES LIBYA,2.3em,Arial,TRUE,black,lightgreen,30,0,10,0,40%,17%,61,0.80,-43,2,20,
10,10,1911,12,1,1911,https://en.wikipedia.org/wiki/Wuchang_Uprising,WUCHANG UPRISING,2.3em,Arial,TRUE,red,gold,30,0,10,0,40%,17%,56,0.80,-27,2,20,
5,11,1911,5,19,1911,https://en.wikipedia.org/wiki/Battle_of_Cuautla,BATTLE OF CUAUTLA,2.3em,Arial,TRUE,RED,GREEN,30,0,10,0,40%,5%,62,0.80,-40,"2,4,9,14",20,
10,6,1912,10,12,1912,https://en.wikipedia.org/wiki/First_Balkan_War,FIRST BALKAN WAR STARTS,2.2em,Arial,TRUE,black,pink,30,0,10,0,40%,2%,59,0.80,-39,1,20,First Balkan War
2,3,1913,2,3,1913,https://en.wikipedia.org/wiki/Sixteenth_Amendment_to_the_United_States_Constitution,16,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,-1%,62,1.00,-36,1,80,Sixteenth Amendment to the United States Constitution | allows Congress to levy an income tax without apportioning it among the states on the basis of population
4,8,1913,4,8,1913,https://en.wikipedia.org/wiki/Seventeenth_Amendment_to_the_United_States_Constitution,17,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,4%,66,1.00,-41,1,80,Seventeenth Amendment to the United States Constitution |  established the direct election of United States senators in each state
5,25,1913,5,31,1913,https://en.wikipedia.org/wiki/First_Balkan_War,FIRST BALKAN WAR ENDS,2.3em,Arial,TRUE,black,pink,30,0,10,0,40%,4%,58,0.80,-25,1,20,
6,29,1913,8,10,1913,https://en.wikipedia.org/wiki/Second_Balkan_War,SECOND BALKAN WAR,2.3em,Arial,TRUE,black,pink,30,0,10,0,40%,11%,60,0.80,-45,"3,8",20,
2,9,1913,2,19,1913,https://en.wikipedia.org/wiki/Ten_Tragic_Days,TEN TRAGIC DAYS,2.3em,Arial,TRUE,RED,GREEN,30,0,10,0,40%,19%,60,0.75,-40,1,20,
7,23,1914,7,25,1914,https://simple.wikipedia.org/wiki/July_Ultimatum,ULTIMATUM,2.3em,Arial,TRUE,black,red,30,0,10,0,40%,3%,61,0.80,-29,1,20,
7,28,1914,7,31,1914,https://en.wikipedia.org/wiki/July_Crisis#Austria-Hungary_declares_war_on_Serbia_(28_July),WWI STARTS,1.3em,Arial,TRUE,white,black,30,0,10,0,40%,30%,63,0.80,-36,1,20,July Crisis
8,7,1914,9,6,1914,https://en.wikipedia.org/wiki/Battle_of_the_Frontiers,BATTLE OF THE FRONTEIRS,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,1%,63,0.80,-42,3,20,
8,23,1914,8,30,1914,https://en.wikipedia.org/wiki/Battle_of_Tannenberg,BATTLE OF TANNENBERG,2.3em,Arial,TRUE,BLACK,GREY,30,0,10,0,40%,7%,55,0.80,-22,1,20,
9,7,1914,9,24,1914,https://en.wikipedia.org/wiki/Battle_of_the_Drina,BATTLE OF THE DRINA,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,40%,8%,53,0.70,-45,2,20,
9,5,1914,9,14,1914,https://en.wikipedia.org/wiki/First_Battle_of_the_Marne,BATTLE OF THE MARNE,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,40%,8%,63,0.70,-11,2,20,
9,17,1914,10,18,1914,https://en.wikipedia.org/wiki/Race_to_the_Sea,RACE TO THE SEA,2.3em,Arial,TRUE,white,black,30,0,10,0,38%,18%,61,0.70,-7,2,20,
10,16,1914,10,31,1914,https://en.wikipedia.org/wiki/Battle_of_the_Yser,BATTLE OF YSER,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,40%,22%,60,0.70,-37,2,20,
11,22,1914,12,15,1914,https://en.wikipedia.org/wiki/Battle_of_Kolubara,BATTLE OF THE KOLUBARA,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,38%,1%,61,0.70,-20,"1,4",20,
4,21,1914,4,25,1914,https://en.wikipedia.org/wiki/Battle_of_Veracruz_(1914),VERA CRUZ BEGINS,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,2%,57,0.75,-30,1,20,
11,15,1914,11,23,1914,https://en.wikipedia.org/wiki/Battle_of_Veracruz_(1914),VERA CRUZ ENDS,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,20%,61,0.75,-37,1,2,
2,19,1915,2,27,1915,https://en.wikipedia.org/wiki/Gallipoli_campaign,GALLIPOLI BEGINS,2.3em,Arial,TRUE,BLACK,cornsilk,30,0,10,0,38%,18%,61,0.70,-25,2,20,
3,10,1915,3,13,1915,https://en.wikipedia.org/wiki/Battle_of_Neuve_Chapelle,NEUVE CHAPELLE,2.0em,Arial,TRUE,BLACK,cornsilk,30,0,10,0,40%,1%,60,0.70,-34,1,20,Battle of Neuve Chapelle
5,24,1915,5,29,1915,https://en.wikipedia.org/wiki/White_War,WHITE WAR BEGINS,2.3em,Arial,TRUE,BLACK,GREEN,30,0,10,0,38%,11%,63,0.70,-23,1,20,
7,28,1915,7,31,1915,https://en.wikipedia.org/wiki/United_States_occupation_of_Haiti,USA HAITI BEGINS,2.0em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,1%,60,0.80,-31,1,20,United States occupation of Haiti
4,24,1915,4,30,1915,https://en.wikipedia.org/wiki/Armenian_genocide,ARMENIAN GENOCIDE BEGINS,1.5em,Arial,TRUE,black,YELLOW,30,0,10,0,40%,19%,20,0.80,-25,2,20,Armenian genocide
11,25,1915,1,18,1916,https://en.wikipedia.org/wiki/Great_Retreat_(Serbia),GREAT RETREAT,2.3em,Arial,TRUE,BLACK,LIGHTBLUE,30,0,10,0,38%,24%,60,0.70,-42,"4,10",20,
1,1,1916,1,9,1916,https://en.wikipedia.org/wiki/Gallipoli_campaign,GALLIPOLI ENDS,2.3em,Arial,TRUE,BLACK,cornsilk,30,0,10,0,38%,31%,63,0.70,-21,2,20,
3,14,1916,3,18,1916,https://en.wikipedia.org/wiki/Pancho_Villa_Expedition,PANCHO VILLA,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,11%,63,0.80,-26,1,21,
5,15,1916,6,10,1916,https://en.wikipedia.org/wiki/Battle_of_Asiago,BATTLE OF ASIAGO,2.3em,Arial,TRUE,black,GREEN,30,0,10,0,40%,15%,65,0.65,-6,"2,5",20,Battle of Asiago
6,11,1916,6,17,1916,https://en.wikipedia.org/wiki/Arab_Revolt,ARAB REVOLT BEGINS,2.4em,Arial,TRUE,black,TAN,30,0,10,0,40%,9%,61,0.80,-27,1,672,Arab Revolt
2,21,1916,12,18,1916,https://en.wikipedia.org/wiki/Battle_of_Verdun,BATTLE OF VERDUN,2.4em,Arial,TRUE,black,LightGray,30,0,10,0,35%,11%,63,0.70,-39,"1,6,9,15,20,25,32,38,41,47,51",20,
7,1,1916,11,18,1916,https://en.wikipedia.org/wiki/Battle_of_the_Somme,BATTLE OF THE SOMME,2.4em,Arial,TRUE,black,grey,30,0,10,0,40%,7%,63,0.63,-4,"2,9,15,18,24",20,
4,24,1916,4,29,1916,https://en.wikipedia.org/wiki/Easter_Rising,EASTER RISING,2.3em,Arial,TRUE,orange,green,30,0,10,0,40%,19%,59,0.80,-29,1,20,
2,9,1917,3,20,1917,https://en.wikipedia.org/wiki/Operation_Alberich,OPERATION ALBERICH,2.3em,Arial,TRUE,white,black,30,0,10,0,38%,13%,61,0.70,-41,2,20,
3,8,1917,3,16,1917,https://en.wikipedia.org/wiki/February_Revolution,FEBRUARY REVOLUTION,2.1em,Arial,TRUE,black,red,30,0,10,0,40%,3%,58,0.80,-24,2,21,February Revolution
4,2,1917,4,7,1917,https://en.wikipedia.org/wiki/Bloody_April,BLOODY APRIL STARTS,1.5em,Arial,TRUE,white,black,30,0,10,0,38%,3%,64,0.70,-22,1,20,Bloody April
4,9,1917,5,16,1917,https://en.wikipedia.org/wiki/Battle_of_Arras_(1917),BATTLE OF ARRAS,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,38%,19%,60,0.70,-40,"3,6",20,
4,22,1917,5,9,1917,https://en.wikipedia.org/wiki/Battle_of_Doiran_(1917),BATTLE OF DOIRAN,2.3em,Arial,TRUE,white,black,30,0,10,0,38%,17%,62,0.60,0,1,20,
7,1,1917,7,12,1917,https://en.wikipedia.org/wiki/Manchu_Restoration,MANCHU RESTORATION,2.3em,Arial,TRUE,GOLD,RED,30,0,10,0,38%,11%,59,0.70,-39,1,20,
7,16,1917,7,20,1917,https://en.wikipedia.org/wiki/July_Days,JULY DAYS,2.3em,Arial,TRUE,black,red,30,0,10,0,40%,24%,63,0.80,-39,1,21,
7,31,1917,11,10,1917,https://en.wikipedia.org/wiki/Battle_of_Passchendaele,BATTLE OF PASSCHENDAELE,2.1em,Arial,TRUE,white,black,30,0,10,0,36%,3%,62,0.70,-36,"3,8,14",20,Battle of Passchendaele
10,24,1917,11,19,1917,https://en.wikipedia.org/wiki/Battle_of_Caporetto,BATTLE OF CAPORETTO,2.3em,Arial,TRUE,black,GREEN,30,0,10,0,38%,8%,59,0.70,-24,5,20,
9,10,1917,9,13,1917,https://en.wikipedia.org/wiki/Kornilov_affair,KORNILOV AFFAIR,1.9em,Arial,TRUE,black,red,30,0,10,0,40%,3%,60,0.80,65,1,21,Kornilov affair
1,21,1917,1,27,1917,https://en.wikipedia.org/wiki/Armenian_genocide,ARMENIAN GENOCIDE ENDS,2.3em,Arial,TRUE,black,YELLOW,30,0,10,0,40%,1%,63,0.80,-36,1,20,Armenian genocide
2,3,1918,2,9,1918,https://en.wikipedia.org/wiki/Spanish_flu,SPANISH FLU BEGINS,2.3em,Arial,TRUE,BLACK,VIOLET,30,0,10,0,40%,12%,60,0.80,-40,1,21,
3,21,1918,7,18,1918,https://en.wikipedia.org/wiki/German_spring_offensive,SPRING OFFENSIVE,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,19%,58,0.67,-44,"2,5,10,15,21",21,
8,8,1918,11,11,1918,https://en.wikipedia.org/wiki/Hundred_Days_Offensive,100 DAYS OFFENSIVE,2.3em,Arial,TRUE,WHITE,PURPLE,30,0,10,0,38%,9%,60,0.70,-41,"2,5,12",405,Hundred Days Offensive
9,12,1918,9,15,1918,https://en.wikipedia.org/wiki/Battle_of_Saint-Mihiel,SAINT-MIHEIL,2.0em,Arial,TRUE,WHITE,BLUE,30,0,10,0,38%,3%,59,0.70,-23,1,670,Battle of Saint-Mihiel
9,26,1918,9,28,1918,https://en.wikipedia.org/wiki/Meuse%E2%80%93Argonne_offensive,M-A STARTS,2.1em,Arial,TRUE,WHITE,BLUE,30,0,10,0,38%,4%,61,0.64,-38,1,788,Meuse–Argonne offensive
10,2,1918,10,7,1918,https://en.wikipedia.org/wiki/Lost_Battalion_(World_War_I),LOST BATTALION,2.1em,Arial,TRUE,WHITE,BLUE,30,0,10,0,38%,1%,59,0.70,-21,1,552,Lost Battalion (World War I)
10,20,1918,10,25,1918,https://en.wikipedia.org/wiki/Arab_Revolt,ARAB REVOLT ENDS,2.4em,Arial,TRUE,black,TAN,30,0,10,0,40%,5%,65,0.80,-29,1,1585,Arab Revolt
10,24,1918,11,4,1918,https://en.wikipedia.org/wiki/Battle_of_Vittorio_Veneto,BATTLE OF VITTORIO VENETO,1.5em,Arial,TRUE,black,GREEN,30,0,10,0,40%,2%,69,0.80,-16,2,21,Battle of Vittorio Veneto
1,16,1919,1,16,1919,https://en.wikipedia.org/wiki/Eighteenth_Amendment_to_the_United_States_Constitution,18,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,4%,64,1.00,-39,1,80,
1,5,1919,1,12,1919,https://en.wikipedia.org/wiki/Spartacist_uprising,SPARTACIST UPRISING,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,10%,58,0.80,-43,1,21,
5,11,1919,5,17,1919,https://en.wikipedia.org/wiki/Syrian_National_Congress,SYRIAN NATIONAL CONGRESS,2.1em,Arial,TRUE,black,TAN,30,0,10,0,40%,1%,60,0.80,-32,1,22,Syrian National Congress
1,1,1920,1,10,1920,https://en.wikipedia.org/wiki/Palmer_Raids,PALMER RAIDS,2.3em,Arial,TRUE,black,lightblue,30,0,10,0,58%,25%,64,0.62,-61,2,20,Palmer Raids
3,8,1920,3,13,1920,https://en.wikipedia.org/wiki/Franco-Syrian_War,FRANCO-SYRIAN WAR BEGINS,1.8em,Arial,TRUE,black,TAN,30,0,10,0,40%,2%,58,0.80,-39,1,20,Franco-Syrian War
7,18,1920,7,25,1920,https://en.wikipedia.org/wiki/Franco-Syrian_War,FRANCO-SYRIAN WAR ENDS,1.9EM,Arial,TRUE,black,TAN,30,0,10,0,40%,10%,56,0.80,-32,1,20,
3,13,1920,3,18,1920,https://en.wikipedia.org/wiki/Kapp_Putsch,KAPP PUTSCH,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,15%,58,0.80,69,2,19,
4,25,1920,7,10,1920,https://en.wikipedia.org/wiki/Kiev_offensive_(1920),KIEV OFFENSIVE,2.3em,Arial,TRUE,RED,LIGHTGREY,30,0,10,0,40%,18%,63,0.80,-34,"1,3,9",19,
8,12,1920,8,25,1920,https://en.wikipedia.org/wiki/Battle_of_Warsaw_(1920),BATTLE OF WARSAW,2.3em,Arial,TRUE,RED,LIGHTGREY,30,0,10,0,40%,12%,63,0.60,-36,2,185,Battle of Warsaw (1920)
9,15,1920,9,25,1920,https://en.wikipedia.org/wiki/Battle_of_the_Niemen_River,BATTLE OF NIEMAN,2.3em,Arial,TRUE,RED,LIGHTGREY,30,0,10,0,40%,15%,60,0.80,-40,2,19,
4,4,1920,4,10,1920,https://en.wikipedia.org/wiki/Spanish_flu,SPANISH FLU ENDS,2.3em,Arial,TRUE,BLACK,VIOLET,30,0,10,0,40%,19%,60,0.80,-36,1,21,
11,7,1920,11,17,1920,https://en.wikipedia.org/wiki/Siege_of_Perekop_(1920),SIEGE OF PEREKOP,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,16%,63,0.80,-37,1,20,
3,12,1921,3,30,1921,https://en.wikipedia.org/wiki/Cairo_Conference_(1921),CAIRO CONFERENCE,2.4em,Arial,TRUE,black,TAN,30,0,10,0,40%,15%,61,0.80,-28,3,19,
3,1,1921,3,18,1921,https://en.wikipedia.org/wiki/Kronstadt_rebellion,KRONSTADT REBELLION,2.1em,Arial,TRUE,black,red,30,0,10,0,40%,13%,61,0.80,-40,2,21,
8,25,1921,9,2,1921,https://en.wikipedia.org/wiki/Battle_of_Blair_Mountain,BLAIR,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,38%,22%,61,0.70,-30,1,21,
5,1,1921,5,7,1921,https://en.wikipedia.org/wiki/Jaffa_riots,JAFFA RIOTS,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,28%,59,0.70,-37,1,21,
6,28,1922,7,8,1922,https://en.wikipedia.org/wiki/Irish_Civil_War,IRISH CIVIL WAR BEGINS,2.3em,Arial,TRUE,orange,green,30,0,10,0,40%,9%,58,0.80,-38,3,20,
11,8,1923,11,9,1923,https://en.wikipedia.org/wiki/Beer_Hall_Putsch,PUTSCH,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,2%,59,0.80,-39,1,19,Beer Hall Putsch
5,13,1923,5,24,1923,https://en.wikipedia.org/wiki/Irish_Civil_War,IRISH CIVIL WAR "ENDS",2.3em,Arial,TRUE,orange,green,30,0,10,0,40%,9%,60,0.80,-33,1,20,
